Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode
Sesame,Nigerian Export Promotion Council (NEPC),Switzerland,1/4/2021,877,33879.55,5665.66,29712365.35,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Switzerland,10/27/2021,425,45040.57,8443.98,19142242.25,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Germany,6/12/2022,384,21222.42,4490.56,8149409.28,Calabar,Sea
Cashew,Solid Agro Nigeria Limited,Denmark,3/13/2022,425,18775.34,5343.85,7979519.5,Lagos,Sea
Rubber,Nigeria Agro Export Company,Netherlands,5/31/2021,842,44116.31,3737.61,37145933.02,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,Italy,1/8/2020,866,37209.43,8028.81,32223366.38,Lagos,Sea
Plantain,Agro Allied Exporters Nigeria Limited,France,5/15/2023,282,46063.17,3544.77,12989813.94,Warri,Sea
Cassava,Agriplus Nigeria Limited,Denmark,10/14/2023,823,14356.92,7452.1,11815745.16,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Switzerland,8/10/2021,343,48026.63,6193.02,16473134.09,Lagos,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Spain,12/15/2021,525,21719.7,9485.05,11402842.5,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Denmark,12/19/2021,562,48517.1,3273.33,27266610.2,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Spain,7/19/2020,258,43253.51,3922.14,11159405.58,Warri,Sea
Ginger,Agro Export Nigeria Ltd,Spain,11/13/2021,385,21988.74,2986.5,8465664.9,Lagos,Sea
Plantain,Nigeria Agro Export Company,France,1/11/2022,538,16103.22,9497.29,8663532.36,Lagos,Sea
Ginger,Farmgate Nigeria Limited,Switzerland,7/17/2020,499,20654.53,9398.38,10306610.47,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Spain,4/25/2021,498,10454.43,7341.9,5206306.14,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Netherlands,6/6/2022,586,33793.72,9831.95,19803119.92,Calabar,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,3/27/2022,462,40352.05,5985.5,18642647.1,Lagos,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,France,7/15/2020,797,44352.82,8523.69,35349197.54,Port Harcourt,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Austria,4/26/2022,249,43575.52,5482.79,10850304.48,Lagos,Sea
Cashew,Farmgate Nigeria Limited,Belgium,5/14/2021,407,17240.74,7258.3,7016981.18,Lagos,Sea
Sesame,Nigeria Agro Export Company,Belgium,7/31/2020,803,13464.75,4787.78,10812194.25,Warri,Sea
Palm Oil,Nigeria Agro Export Company,Italy,4/13/2021,326,13973.69,7279.87,4555422.94,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,Belgium,1/9/2022,394,32556.2,8455.97,12827142.8,Warri,Sea
Sesame,Agriplus Nigeria Limited,Switzerland,8/24/2020,280,25327.4,6295.63,7091672,Lagos,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Spain,5/19/2022,716,19523.8,7102.27,13979040.8,Calabar,Sea
Ginger,Agro Export Nigeria Ltd,Switzerland,7/23/2020,522,38587.91,7291.1,20142889.02,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Sweden,3/24/2022,196,31132.11,5678.06,6101893.56,Lagos,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Denmark,8/11/2020,578,48791.16,6835.16,28201290.48,Lagos,Sea
Plantain,Agro Allied Exporters Nigeria Limited,France,7/15/2023,562,15317.68,4424.41,8608536.16,Port Harcourt,Sea
Cashew,Golden Farms Nigeria Limited,Italy,4/13/2022,900,27487.89,7714.09,24739101,Lagos,Sea
Sesame,Agriplus Nigeria Limited,Spain,3/30/2023,266,27835.87,4866.09,7404341.42,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,Sweden,3/10/2023,403,12673.28,3954.67,5107331.84,Port Harcourt,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Sweden,6/2/2022,322,24656.86,9823.39,7939508.92,Lagos,Sea
Cashew,Farmgate Nigeria Limited,Italy,8/6/2020,492,49229.66,7287.84,24220992.72,Lagos,Sea
Cashew,Nigeria Agro Export Company,Belgium,6/30/2021,469,40500.51,9256.95,18994739.19,Calabar,Sea
Palm Oil,Solid Agro Nigeria Limited,Netherlands,11/18/2020,617,10920.48,7123.67,6737936.16,Port Harcourt,Sea
Cassava,Nigerian Export Promotion Council (NEPC),Austria,4/7/2020,825,44058.73,4559.39,36348452.25,Warri,Sea
Cassava,Prime Agro Exports Nigeria Limited,Italy,12/21/2021,243,29602.28,9786.18,7193354.04,Warri,Sea
Ginger,Agro Export Nigeria Ltd,Switzerland,10/7/2023,967,40625.11,2102.62,39284481.37,Port Harcourt,Sea
Cassava,Golden Farms Nigeria Limited,Denmark,4/26/2022,185,14847.32,3544.82,2746754.2,Port Harcourt,Sea
Ginger,Agriplus Nigeria Limited,Denmark,5/21/2023,181,24434.41,5026.98,4422628.21,Warri,Sea
Ginger,Farmgate Nigeria Limited,Belgium,3/15/2022,173,14946.11,3265.19,2585677.03,Lagos,Sea
Palm Oil,Farmgate Nigeria Limited,Spain,4/28/2021,437,34043.56,9211.58,14877035.72,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Netherlands,9/22/2022,326,36801.15,6544.27,11997174.9,Lagos,Sea
Cassava,Greenfield Agro Exporters Nigeria Limited,Switzerland,9/20/2023,681,26580.76,8722.94,18101497.56,Warri,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Switzerland,12/20/2020,222,17101.55,9701.85,3796544.1,Calabar,Sea
Ginger,Nigeria Agro Export Company,Netherlands,7/25/2020,443,27640.45,7433.24,12244719.35,Calabar,Sea
Cassava,Prime Agro Exports Nigeria Limited,France,3/13/2021,928,38172.49,7185.46,35424070.72,Lagos,Sea
Cassava,Nigeria Agro Export Company,Switzerland,9/5/2020,242,31257.41,4475.98,7564293.22,Lagos,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Spain,10/28/2022,485,21156.93,3688.43,10261111.05,Calabar,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Spain,8/20/2023,863,49549.96,4979.97,42761615.48,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Spain,8/7/2021,231,37383.65,6025.9,8635623.15,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,France,11/30/2020,165,30565.62,6590.04,5043327.3,Lagos,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Germany,7/24/2021,169,36340.15,4211.5,6141485.35,Calabar,Sea
Cassava,Nigerian Export Promotion Council (NEPC),Germany,3/16/2021,634,20602.99,5428.66,13062295.66,Calabar,Sea
Sesame,Farmgate Nigeria Limited,Germany,2/25/2022,180,35098.42,3193.55,6317715.6,Warri,Sea
Cashew,Agriplus Nigeria Limited,Netherlands,8/18/2021,109,37687.33,8794.43,4107918.97,Warri,Sea
Sesame,Solid Agro Nigeria Limited,Austria,4/14/2023,495,49344.94,3262.03,24425745.3,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,France,12/25/2021,595,49952.76,3880.69,29721892.2,Calabar,Sea
Cocoa,Golden Farms Nigeria Limited,Austria,11/25/2023,881,41023.6,9427.3,36141791.6,Port Harcourt,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Denmark,2/4/2021,760,21238.1,8712.13,16140956,Lagos,Sea
Sesame,Solid Agro Nigeria Limited,Sweden,2/2/2021,212,13659.53,4407.05,2895820.36,Lagos,Sea
Plantain,Prime Agro Exports Nigeria Limited,Denmark,7/19/2020,492,23415.71,3262.88,11520529.32,Port Harcourt,Sea
Ginger,Solid Agro Nigeria Limited,Spain,5/9/2021,539,44640.26,6879.9,24061100.14,Lagos,Sea
Cassava,Nigerian Export Promotion Council (NEPC),Switzerland,12/23/2022,795,11706.54,3838.45,9306699.3,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Italy,7/16/2022,995,19174.71,7622.54,19078836.45,Calabar,Sea
Cassava,Agro Allied Exporters Nigeria Limited,Sweden,6/3/2022,926,41066.23,7386.88,38027328.98,Calabar,Sea
Cashew,Nigeria Agro Export Company,Italy,3/4/2020,537,18603.64,5520.33,9990154.68,Warri,Sea
Cassava,Greenfield Agro Exporters Nigeria Limited,Spain,12/6/2021,364,20676.03,6076.57,7526074.92,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,France,8/31/2021,296,15129.48,8612.34,4478326.08,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,France,7/18/2020,647,24424.61,4660.79,15802722.67,Calabar,Sea
Palm Oil,Agriplus Nigeria Limited,Netherlands,8/12/2020,988,41728.32,4505.7,41227580.16,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Denmark,7/12/2020,774,24784.46,6047.25,19183172.04,Lagos,Sea
Sesame,Solid Agro Nigeria Limited,Belgium,10/16/2021,181,12844.9,4897.65,2324926.9,Lagos,Sea
Ginger,Prime Agro Exports Nigeria Limited,Spain,6/16/2023,589,38608.54,2144.47,22740430.06,Lagos,Sea
Palm Oil,Solid Agro Nigeria Limited,Italy,8/18/2022,282,44740.94,5574.34,12616945.08,Lagos,Sea
Sesame,Golden Farms Nigeria Limited,Switzerland,5/13/2022,137,15527.66,8331.52,2127289.42,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Denmark,6/30/2020,689,29393.13,3650.64,20251866.57,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Germany,8/21/2023,672,10006.54,8641.69,6724394.88,Port Harcourt,Sea
Ginger,Prime Agro Exports Nigeria Limited,Italy,1/10/2023,435,41081.23,5890.73,17870335.05,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Austria,1/24/2020,847,19595.1,8836.62,16597049.7,Calabar,Sea
Plantain,Golden Farms Nigeria Limited,Italy,10/13/2023,872,12470.14,4780.03,10873962.08,Warri,Sea
Cassava,Nigeria Agro Export Company,Spain,8/5/2022,261,18757.63,2017.08,4895741.43,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,France,6/30/2023,206,23127.65,6971.83,4764295.9,Calabar,Sea
Sesame,Nigeria Agro Export Company,Italy,8/19/2020,983,32503.8,5624.4,31951235.4,Lagos,Sea
Cassava,Farmgate Nigeria Limited,Belgium,12/1/2023,540,40199.84,9026.4,21707913.6,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Belgium,3/13/2022,290,36322.87,9201.4,10533632.3,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,6/27/2022,776,37554.32,6300.28,29142152.32,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Germany,6/18/2023,247,48726.71,2469.69,12035497.37,Lagos,Sea
Sesame,Agriplus Nigeria Limited,France,5/1/2022,321,14556.35,5906.37,4672588.35,Lagos,Sea
Rubber,Prime Agro Exports Nigeria Limited,Germany,2/2/2023,472,24963.59,3199.59,11782814.48,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Denmark,4/19/2021,155,19830.81,9336.83,3073775.55,Lagos,Sea
Cassava,Agriplus Nigeria Limited,Austria,7/22/2021,394,10137.63,9407.81,3994226.22,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Belgium,3/27/2020,435,15057.51,5455.6,6550016.85,Calabar,Sea
Cashew,Golden Farms Nigeria Limited,Netherlands,12/17/2020,620,35549.32,2269.97,22040578.4,Port Harcourt,Sea
Plantain,Golden Farms Nigeria Limited,France,9/16/2023,309,43808.94,3213.71,13536962.46,Lagos,Sea
Cashew,Nigerian Export Promotion Council (NEPC),France,11/8/2020,898,21737.75,5661.66,19520499.5,Lagos,Sea
Cassava,Agriplus Nigeria Limited,Germany,10/8/2020,518,11462.7,9321.44,5937678.6,Warri,Sea
Cocoa,Nigeria Agro Export Company,Sweden,9/20/2023,264,49192.22,4003.23,12986746.08,Port Harcourt,Sea
Sesame,Prime Agro Exports Nigeria Limited,Switzerland,7/24/2022,329,43020.95,6895.44,14153892.55,Calabar,Sea
Palm Oil,Solid Agro Nigeria Limited,Switzerland,8/5/2021,493,40539.5,2449.86,19985973.5,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,Belgium,8/14/2022,884,49041.91,3226.31,43353048.44,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,France,1/7/2020,656,15181.46,8490.12,9959037.76,Port Harcourt,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,4/10/2020,741,47745.33,7767.31,35379289.53,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Spain,10/2/2023,558,27269.5,7661.93,15216381,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Belgium,1/13/2020,967,22317.21,8745.61,21580742.07,Calabar,Sea
Cocoa,Solid Agro Nigeria Limited,Spain,5/23/2023,708,34554.94,4062.57,24464897.52,Lagos,Sea
Cassava,Farmgate Nigeria Limited,Switzerland,10/11/2022,150,23193.26,4943.25,3478989,Warri,Sea
Cassava,Prime Agro Exports Nigeria Limited,Germany,12/25/2021,584,44793.37,7045.51,26159328.08,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,Austria,7/18/2022,357,46900.29,2786.12,16743403.53,Port Harcourt,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Sweden,9/25/2023,877,30508.22,7705.96,26755708.94,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Italy,11/22/2023,118,48123.38,4260.18,5678558.84,Lagos,Sea
Plantain,Agro Export Nigeria Ltd,Spain,5/18/2020,347,23501.68,4710.34,8155082.96,Lagos,Sea
Cashew,Nigeria Agro Export Company,Sweden,8/6/2021,195,22573.75,8379.05,4401881.25,Lagos,Sea
Cocoa,Agro Export Nigeria Ltd,Italy,4/20/2020,276,35183.88,7272.88,9710750.88,Port Harcourt,Sea
Palm Oil,Nigeria Agro Export Company,Austria,1/20/2020,489,28847.43,7921.57,14106393.27,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,Austria,9/16/2023,989,31752.95,7600.6,31403667.55,Warri,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Germany,3/24/2021,564,23783.54,5997.33,13413916.56,Warri,Sea
Cocoa,Agriplus Nigeria Limited,Italy,7/31/2020,410,42063.46,8620.2,17246018.6,Port Harcourt,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Sweden,2/2/2023,794,22692.69,4559.66,18017995.86,Lagos,Sea
Cassava,Agriplus Nigeria Limited,Austria,5/17/2022,780,22739.59,2869.67,17736880.2,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Denmark,9/2/2020,997,23337.7,5441.12,23267686.9,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,5/7/2023,248,30929.2,2548.66,7670441.6,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Italy,5/23/2022,471,38081.7,8208.72,17936480.7,Calabar,Sea
Cassava,Solid Agro Nigeria Limited,Switzerland,11/26/2023,939,47201.02,6623.62,44321757.78,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Italy,12/31/2021,544,31992.21,6314.66,17403762.24,Warri,Sea
Cocoa,Agriplus Nigeria Limited,Germany,3/13/2020,644,11922.17,2972.84,7677877.48,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Denmark,6/25/2020,341,41425.59,9653.47,14126126.19,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Switzerland,11/4/2022,961,35793.54,2956.63,34397591.94,Lagos,Sea
Sesame,Prime Agro Exports Nigeria Limited,Belgium,2/16/2021,719,31328.17,4687.24,22524954.23,Lagos,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,France,7/30/2021,350,47157.35,3777.28,16505072.5,Lagos,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Germany,12/19/2022,387,48052.05,4922.24,18596143.35,Warri,Sea
Plantain,Farmgate Nigeria Limited,Netherlands,8/23/2023,199,23511.99,4799.4,4678886.01,Lagos,Sea
Cashew,Farmgate Nigeria Limited,Austria,2/26/2022,687,33342.97,6500.51,22906620.39,Lagos,Sea
Sesame,Farmgate Nigeria Limited,Netherlands,10/30/2020,452,12026.68,3115.04,5436059.36,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,France,2/8/2022,659,49156.21,8159.59,32393942.39,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Switzerland,10/25/2021,575,10306.64,4159.79,5926318,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,France,11/11/2023,608,26360.69,9315.67,16027299.52,Lagos,Sea
Plantain,Solid Agro Nigeria Limited,Germany,6/15/2022,825,44517.66,7496.94,36727069.5,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Belgium,9/21/2023,499,39950.24,6053.8,19935169.76,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Austria,10/22/2023,410,23384.86,9149.14,9587792.6,Port Harcourt,Sea
Plantain,Nigeria Agro Export Company,Spain,8/13/2020,743,26050.96,3800.89,19355863.28,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,Switzerland,5/3/2023,600,35084.68,5515.51,21050808,Warri,Sea
Palm Oil,Farmgate Nigeria Limited,Belgium,9/4/2020,851,33435.72,7910.73,28453797.72,Lagos,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Germany,2/5/2020,435,19481.19,4810.38,8474317.65,Warri,Sea
Sesame,Solid Agro Nigeria Limited,Austria,8/5/2023,797,19485.29,3002.8,15529776.13,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,Belgium,5/28/2023,653,43827.24,5249.1,28619187.72,Lagos,Sea
Cassava,Nigeria Agro Export Company,Sweden,3/20/2020,137,22503.47,4193.51,3082975.39,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Belgium,4/14/2020,558,36199.92,5054.37,20199555.36,Port Harcourt,Sea
Ginger,Prime Agro Exports Nigeria Limited,Germany,7/30/2023,315,48540.47,2187.98,15290248.05,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Switzerland,6/8/2021,506,37983.2,5305.54,19219499.2,Calabar,Sea
Plantain,Solid Agro Nigeria Limited,Netherlands,12/30/2020,574,13194.29,8175.79,7573522.46,Warri,Sea
Plantain,Agro Export Nigeria Ltd,Spain,6/9/2023,744,17166.97,7770.71,12772225.68,Warri,Sea
Sesame,Nigeria Agro Export Company,Belgium,4/2/2023,230,46533.71,4092.35,10702753.3,Warri,Sea
Cashew,Farmgate Nigeria Limited,France,12/24/2021,634,40807.39,9589.53,25871885.26,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Spain,1/28/2022,654,30960.47,9761.35,20248147.38,Lagos,Sea
Cashew,Nigeria Agro Export Company,Spain,12/20/2023,490,23893.95,5788.54,11708035.5,Calabar,Sea
Ginger,Solid Agro Nigeria Limited,Denmark,5/8/2022,825,42082.19,5341.84,34717806.75,Lagos,Sea
Rubber,Agriplus Nigeria Limited,Switzerland,10/3/2022,722,46749.58,4146.22,33753196.76,Warri,Sea
Ginger,Golden Farms Nigeria Limited,Belgium,7/2/2022,313,21553.66,7531.22,6746295.58,Warri,Sea
Cassava,Agro Export Nigeria Ltd,Germany,3/29/2022,337,15499.43,3381.24,5223307.91,Lagos,Sea
Plantain,Farmgate Nigeria Limited,Belgium,7/7/2021,626,42679.03,7839.31,26717072.78,Calabar,Sea
Ginger,Agro Export Nigeria Ltd,Germany,1/28/2023,391,40770.5,4126.14,15941265.5,Port Harcourt,Sea
Cashew,Agriplus Nigeria Limited,Denmark,5/10/2020,445,20520.44,6305.29,9131595.8,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,6/26/2021,627,28634.29,6333.2,17953699.83,Warri,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Sweden,2/20/2020,298,29848.18,2491.82,8894757.64,Calabar,Sea
Rubber,Farmgate Nigeria Limited,Germany,1/14/2022,579,46260.7,3869.83,26784945.3,Calabar,Sea
Plantain,Nigeria Agro Export Company,France,2/14/2021,415,45905.28,7271.19,19050691.2,Lagos,Sea
Palm Oil,Solid Agro Nigeria Limited,Germany,11/24/2021,840,49351.45,4574.66,41455218,Lagos,Sea
Plantain,Nigeria Agro Export Company,Italy,2/26/2021,376,35980.93,7571.43,13528829.68,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,9/28/2022,969,33912.2,6646.6,32860921.8,Lagos,Sea
Ginger,Farmgate Nigeria Limited,Denmark,6/16/2020,647,40768.56,8852.05,26377258.32,Port Harcourt,Sea
Cashew,Farmgate Nigeria Limited,Denmark,12/23/2021,188,38387.23,9785.67,7216799.24,Calabar,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Belgium,1/4/2023,108,34228.64,9645.39,3696693.12,Lagos,Sea
Cassava,Agriplus Nigeria Limited,Denmark,3/16/2021,275,21247.69,5273.59,5843114.75,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Spain,8/13/2023,234,43772.23,6472.47,10242701.82,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Netherlands,6/7/2022,181,46007.28,9692.49,8327317.68,Lagos,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Belgium,12/3/2021,750,48870.19,9474.77,36652642.5,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Austria,2/17/2023,611,21839.94,7020.58,13344203.34,Calabar,Sea
Cassava,Greenfield Agro Exporters Nigeria Limited,Denmark,4/2/2021,541,49593.68,5788.97,26830180.88,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Austria,11/27/2020,641,36577.96,7500.75,23446472.36,Warri,Sea
Plantain,Nigerian Export Promotion Council (NEPC),France,7/15/2020,250,19006.96,8307.68,4751740,Port Harcourt,Sea
Plantain,Nigeria Agro Export Company,Austria,12/23/2022,354,29803.5,8893.66,10550439,Warri,Sea
Rubber,Prime Agro Exports Nigeria Limited,Belgium,7/25/2022,304,35413.74,2594.73,10765776.96,Lagos,Sea
Plantain,Nigeria Agro Export Company,Italy,3/2/2020,121,49472.48,2772.91,5986170.08,Calabar,Sea
Plantain,Nigeria Agro Export Company,Austria,1/10/2022,609,26243.24,2186.16,15982133.16,Port Harcourt,Sea
Ginger,Agro Export Nigeria Ltd,Switzerland,3/5/2020,303,16552.77,2426.7,5015489.31,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,Netherlands,5/26/2022,651,23667.26,6606.14,15407386.26,Lagos,Sea
Rubber,Farmgate Nigeria Limited,Italy,10/20/2020,860,47901.59,9626.54,41195367.4,Port Harcourt,Sea
Cassava,Nigerian Export Promotion Council (NEPC),France,10/7/2020,144,19564.37,9750.77,2817269.28,Lagos,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Italy,6/19/2023,878,38183.62,5032.49,33525218.36,Lagos,Sea
Plantain,Prime Agro Exports Nigeria Limited,Sweden,3/13/2020,910,34668.65,3347.95,31548471.5,Calabar,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,12/30/2023,128,13118.57,7901.12,1679176.96,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Belgium,8/4/2021,424,15631.78,6918.65,6627874.72,Lagos,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Sweden,12/15/2020,824,25390.88,8773,20922085.12,Lagos,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,France,5/29/2021,386,12324.08,8623.86,4757094.88,Lagos,Sea
Cashew,Agro Allied Exporters Nigeria Limited,Belgium,12/22/2022,197,32460.96,3462.01,6394809.12,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Italy,7/30/2022,493,39934.19,4981.33,19687555.67,Calabar,Sea
Plantain,Farmgate Nigeria Limited,Italy,4/16/2021,337,46796.4,3985.16,15770386.8,Port Harcourt,Sea
Cashew,Farmgate Nigeria Limited,Spain,9/1/2020,747,32440.35,7368.96,24232941.45,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Switzerland,5/10/2020,871,41177,9144.43,35865167,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Sweden,7/26/2020,396,29664,6786.45,11746944,Port Harcourt,Sea
Cassava,Agro Export Nigeria Ltd,Netherlands,5/15/2023,684,19040.76,4601.97,13023879.84,Warri,Sea
Ginger,Agro Export Nigeria Ltd,Netherlands,7/10/2023,996,17208.42,6502.15,17139586.32,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,France,11/24/2023,924,40546.5,6374.24,37464966,Calabar,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Belgium,7/9/2022,485,25387.8,8532.36,12313083,Lagos,Sea
Cashew,Agriplus Nigeria Limited,France,7/28/2022,985,17927.04,2110.33,17658134.4,Lagos,Sea
Palm Oil,Farmgate Nigeria Limited,Spain,10/19/2020,395,16150.3,9981.99,6379368.5,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,Austria,6/29/2020,585,36047.54,7586.5,21087810.9,Lagos,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Belgium,7/6/2020,579,24022.55,4183.58,13909056.45,Port Harcourt,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Denmark,2/28/2020,712,46468.26,4600.33,33085401.12,Lagos,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Italy,5/3/2020,310,49484.99,3040.11,15340346.9,Lagos,Sea
Cashew,Agriplus Nigeria Limited,Germany,6/18/2021,496,16337.54,7374.32,8103419.84,Port Harcourt,Sea
Ginger,Agro Export Nigeria Ltd,Belgium,3/10/2023,699,26065.73,7877.61,18219945.27,Lagos,Sea
Palm Oil,Solid Agro Nigeria Limited,Denmark,10/9/2020,170,20351.67,3702.17,3459783.9,Port Harcourt,Sea
Palm Oil,Golden Farms Nigeria Limited,Spain,5/19/2022,708,45286.58,5659.91,32062898.64,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Germany,4/9/2022,608,28314.4,6615.26,17215155.2,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Austria,6/2/2023,160,17098.75,4551.93,2735800,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Sweden,5/9/2022,301,49306.9,7022.61,14841376.9,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,Italy,6/16/2023,513,39875.46,4915.93,20456110.98,Port Harcourt,Sea
Cassava,Agriplus Nigeria Limited,Denmark,9/1/2020,302,19878.5,8056.92,6003307,Lagos,Sea
Rubber,Agriplus Nigeria Limited,Germany,5/25/2022,611,32507.66,5691.95,19862180.26,Warri,Sea
Cocoa,Agro Export Nigeria Ltd,Switzerland,3/7/2021,820,15596.18,8725.66,12788867.6,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Spain,1/13/2020,472,15687.36,2000.3,7404433.92,Calabar,Sea
Cassava,Agro Export Nigeria Ltd,Germany,6/23/2021,601,45644.07,4474.64,27432086.07,Warri,Sea
Ginger,Agriplus Nigeria Limited,Netherlands,6/13/2020,525,33769.46,4015.3,17728966.5,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,France,8/8/2021,669,18940.33,2890.92,12671080.77,Lagos,Sea
Sesame,Nigeria Agro Export Company,Italy,5/27/2023,142,14677.15,7760.44,2084155.3,Warri,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Denmark,2/9/2023,388,43524.13,7427.72,16887362.44,Lagos,Sea
Rubber,Farmgate Nigeria Limited,Denmark,8/11/2021,357,25681.71,5818.74,9168370.47,Lagos,Sea
Cashew,Nigeria Agro Export Company,Sweden,7/1/2021,599,46916.93,8747.6,28103241.07,Lagos,Sea
